"","open","high","low","close","volume","adjusted"
"2018-01-02",30028.289063,30515.310547,30028.289063,30515.310547,2442333400,30515.310547
"2018-01-03",30658.730469,30724.320313,30456.759766,30560.949219,2309467700,30560.949219
"2018-01-04",30691.710938,30796.929688,30560.429688,30736.480469,2995571100,30736.480469
"2018-01-05",30893.859375,30911.009766,30638.529297,30814.640625,2263930100,30814.640625
"2018-01-08",30895.089844,30929.150391,30732.539063,30899.529297,2004162500,30899.529297
"2018-01-09",30933.509766,31056.699219,30852.429688,31011.410156,2004940800,31011.410156
"2018-01-10",31009.240234,31267.570313,30928.580078,31073.720703,2595365800,31073.720703
"2018-01-11",31066.210938,31133.179688,30950.070313,31120.390625,1794778900,31120.390625
"2018-01-12",31298.050781,31412.539063,31198.359375,31412.539063,2327417400,31412.539063
"2018-01-15",31702.560547,31733.179688,31265.25,31338.869141,2664144600,31338.869141
"2018-01-16",31423.619141,31904.75,31423.619141,31904.75,3097059200,31904.75
"2018-01-17",31825.519531,31983.410156,31642.269531,31983.410156,3999243800,31983.410156
"2018-01-18",32148.449219,32233.810547,31869.699219,32121.939453,3741499700,32121.939453
"2018-01-19",32142.160156,32254.890625,31986,32254.890625,2906627500,32254.890625
"2018-01-22",32276.960938,32417.230469,32046.839844,32393.410156,2880231400,32393.410156
"2018-01-23",32606.140625,32930.699219,32554.230469,32930.699219,3954770600,32930.699219
"2018-01-24",32907.230469,33018.710938,32728.509766,32958.691406,3897512100,32958.691406
"2018-01-25",32979.378906,32998.050781,32650.220703,32654.449219,3554766400,32654.449219
"2018-01-26",32836.28125,33223.578125,32794.128906,33154.121094,3892652400,33154.121094
"2018-01-29",33335.480469,33484.078125,32897.039063,32966.890625,3605090600,32966.890625
"2018-01-30",32751.720703,32976.75,32501.349609,32607.289063,3177122400,32607.289063
"2018-01-31",32435.759766,32933.980469,32330.390625,32887.269531,3314255500,32887.269531
"2018-02-01",32950.300781,33048.039063,32642.089844,32642.089844,2769125200,32642.089844
"2018-02-02",32569.009766,32778.511719,32321.419922,32601.779297,2571367100,32601.779297
"2018-02-05",31715.560547,32394.869141,31712.019531,32245.220703,3135015100,32245.220703
"2018-02-06",31028.679688,31286.029297,30577.830078,30595.419922,5531270100,30595.419922
"2018-02-07",31378.349609,31472.470703,30292.150391,30323.199219,4620281500,30323.199219
"2018-02-08",30555.800781,30739.109375,30251.320313,30451.269531,3145081200,30451.269531
"2018-02-09",29679.210938,29679.210938,29129.259766,29507.419922,5171294500,29507.419922
"2018-02-12",29713.080078,29801.519531,29459.630859,29459.630859,2815461600,29459.630859
"2018-02-13",29850.150391,30169,29783.099609,29839.529297,2709197500,29839.529297
"2018-02-14",30024.470703,30637.230469,29968.539063,30515.599609,2408651200,30515.599609
"2018-02-15",30958.710938,31145.099609,30816.650391,31115.429688,2070618100,31115.429688
"2018-02-20",31165.289063,31339.689453,30720.480469,30873.630859,2033432100,30873.630859
"2018-02-21",31050.519531,31477.849609,30885.949219,31431.890625,1933845300,31431.890625
"2018-02-22",31084.449219,31195.269531,30930.099609,30965.679688,2391326700,30965.679688
"2018-02-23",31289.080078,31386.810547,31149.320313,31267.169922,1667179100,31267.169922
"2018-02-26",31528.289063,31567.460938,31273.949219,31498.599609,2025591300,31498.599609
"2018-02-27",31790.849609,31798.980469,31141.519531,31268.660156,2579124300,31268.660156
"2018-02-28",31037.410156,31061.759766,30703.900391,30844.720703,2407877200,30844.720703
"2018-03-01",30476.990234,31081.679688,30453.820313,31044.25,2116269800,31044.25
"2018-03-02",30611.099609,30670.939453,30477.949219,30583.449219,2955637100,30583.449219
"2018-03-05",30524.259766,30679.470703,29852.419922,29886.390625,2279546200,29886.390625
"2018-03-06",30380.960938,30620.060547,30129.800781,30510.730469,2270403000,30510.730469
"2018-03-07",30323.769531,30673.080078,30117.400391,30196.919922,2135337500,30196.919922
"2018-03-08",30523.679688,30724.029297,30428.609375,30654.519531,1529390000,30654.519531
"2018-03-09",30858.269531,30996.210938,30840.800781,30996.210938,1470749100,30996.210938
"2018-03-12",31536.300781,31607.580078,31342.480469,31594.330078,2173275800,31594.330078
"2018-03-13",31570.199219,31709.990234,31461.470703,31601.449219,2111965400,31601.449219
"2018-03-14",31321.789063,31453.480469,31141.849609,31435.009766,1707584900,31435.009766
"2018-03-15",31181.150391,31583.380859,31121.660156,31541.099609,1496758200,31541.099609
"2018-03-16",31363.029297,31564.779297,31337.449219,31501.970703,2345452800,31501.970703
"2018-03-19",31370.470703,31656.300781,31244.619141,31513.759766,1440844700,31513.759766
"2018-03-20",31315.419922,31576.050781,31183.400391,31549.929688,1746878600,31549.929688
