"","open","high","low","close","volume","adjusted"
"2018-01-01",NA,NA,NA,NA,NA,NA
"2018-01-02",NA,NA,NA,NA,NA,NA
"2018-01-03",NA,NA,NA,NA,NA,NA
"2018-01-04",23073.730469,23506.330078,23065.199219,23506.330078,102200,23506.330078
"2018-01-05",23643,23730.470703,23520.519531,23714.529297,101900,23714.529297
"2018-01-08",NA,NA,NA,NA,NA,NA
"2018-01-09",23948.970703,23952.609375,23789.029297,23849.990234,94100,23849.990234
"2018-01-10",23832.810547,23864.759766,23755.449219,23788.199219,88800,23788.199219
"2018-01-11",23656.390625,23734.970703,23601.839844,23710.429688,83700,23710.429688
"2018-01-12",23719.660156,23743.050781,23588.070313,23653.820313,93700,23653.820313
"2018-01-15",23827.980469,23833.269531,23685.019531,23714.880859,75400,23714.880859
"2018-01-16",23721.169922,23962.070313,23701.830078,23951.810547,68500,23951.810547
"2018-01-17",23783.419922,23891.630859,23739.169922,23868.339844,82200,23868.339844
"2018-01-18",24078.929688,24084.419922,23699.470703,23763.369141,99400,23763.369141
"2018-01-19",23854.109375,23872.689453,23735.609375,23808.060547,71800,23808.060547
"2018-01-22",23797.839844,23816.330078,23697.810547,23816.330078,65200,23816.330078
"2018-01-23",23924.400391,24129.339844,23916.019531,24124.150391,73400,24124.150391
"2018-01-24",24026.429688,24072.769531,23917.140625,23940.779297,79900,23940.779297
"2018-01-25",23750.650391,23828.400391,23649.029297,23669.490234,81500,23669.490234
"2018-01-26",23757.339844,23797.960938,23592.279297,23631.880859,87200,23631.880859
"2018-01-29",23707.140625,23787.230469,23580.169922,23629.339844,68800,23629.339844
"2018-01-30",23559.330078,23581.980469,23233.369141,23291.970703,88800,23291.970703
"2018-01-31",23205.230469,23375.380859,23092.849609,23098.289063,99800,23098.289063
"2018-02-01",23276.099609,23492.769531,23211.119141,23486.109375,101800,23486.109375
"2018-02-02",23361.669922,23367.960938,23122.449219,23274.529297,98600,23274.529297
"2018-02-05",22921.160156,22967.689453,22659.429688,22682.080078,107600,22682.080078
"2018-02-06",22267,22277.449219,21078.710938,21610.240234,190100,21610.240234
"2018-02-07",22001.289063,22353.869141,21627.130859,21645.369141,143500,21645.369141
"2018-02-08",21721.570313,21977.029297,21649.699219,21890.859375,104700,21890.859375
"2018-02-09",21507.740234,21510.300781,21119.009766,21382.619141,127600,21382.619141
"2018-02-12",NA,NA,NA,NA,NA,NA
"2018-02-13",21633.339844,21679.199219,21211.529297,21244.679688,114700,21244.679688
"2018-02-14",21251.240234,21371.009766,20950.150391,21154.169922,103900,21154.169922
